ID,FirstName,LastName,TeamID,Age,Exp,Background,Attitude,Style,Salary,SalaryYears,Job,HOF,Team
3841,Ted,Lasso,7,38,1,CollegeCoach,Silent,Conservative,10,20,Head Coach,False,CIN
23772,John,Marshall,14,40,1,PositionCoach,Enthusiastic,Conservative,4,3,Defensive Coordinator,False,ATL
29522,Don,Shula,2,54,1,Player,Silent,Conservative,10,20,Head Coach,False,MIA
56262,Mike,Ditka,11,46,1,PositionCoach,Silent,Conservative,4,3,Offensive Coordinator,False,CHI
61172,Nick,Miller,12,39,1,Player,Professional,Conservative,10,20,Head Coach,False,DET
67835,Bill,Walsh,15,54,1,PositionCoach,Relaxed,Balanced,4,3,Offensive Coordinator,False,SF
70157,Amos Alonzo,Stagg,11,23,1,None,Professional,Balanced,10,20,Head Coach,False,CHI
95660,Paulie,Walnuts,16,13,1,CollegeCoach,Volatile,Aggressive,10,20,Head Coach,False,PHI
122637,Jimmy,Conzelman,8,30,1,Player,Volatile,Conservative,10,20,Head Coach,False,PRO
136373,Jimmy,Johnson,18,42,1,PositionCoach,Stern,Aggressive,4,3,Defensive Coordinator,False,CLM
137260,Jurgen,Klopp,17,56,1,Player,Professional,Balanced,10,20,Head Coach,False,WAS
140305,Jerry,Glanville,3,44,1,CollegeCoach,Volatile,Aggressive,10,20,Head Coach,False,HOU
153662,Dick,LeBeau,7,48,1,PositionCoach,Volatile,Conservative,4,3,Defensive Coordinator,False,CIN
156310,Jerry,Burns,13,58,1,PositionCoach,Professional,Balanced,4,3,Offensive Coordinator,False,MIN
157706,Marv,Levy,5,58,1,ProCoach,Enthusiastic,Balanced,10,20,Head Coach,False,BUF
163251,Chuck,Studley,2,56,1,PositionCoach,Stern,Balanced,4,3,Defensive Coordinator,False,MIA
164940,Pete,Carroll,9,34,1,PositionCoach,Enthusiastic,Balanced,4,3,Defensive Coordinator,False,LON
166911,Dan,Henning,14,43,1,PositionCoach,Volatile,Conservative,4,3,Offensive Coordinator,False,ATL
180957,Bob,Zemen,4,48,1,PositionCoach,Silent,Balanced,4,3,Defensive Coordinator,False,OAK
186804,Fred,Bruney,16,54,1,PositionCoach,Volatile,Balanced,4,3,Defensive Coordinator,False,PHI
195031,John,Mackovic,1,42,1,PositionCoach,Enthusiastic,Balanced,4,3,Offensive Coordinator,False,KC
196176,Tom,Bettis,3,52,1,PositionCoach,Stern,Conservative,4,3,Defensive Coordinator,False,HOU
